Siglas de la Institución,Institución,Nombre de la UC,Código del expediente,Clave CUCOP,Título del expediente,Número del procedimiento,Fecha de fallo,Fecha de publicación,Fecha de apertura,Carácter del procedimiento,Tipo de contratación,Tipo de procedimiento,Forma de participación,Código del contrato,Título del contrato,Descripción del contrato,Fecha de inicio del contrato,Fecha de fin del contrato,Importe del contrato,Moneda del contrato,Estatus del contrato,Convenio modificatorio,Contrato plurianual,RFC,Proveedor o contratista,Estratificación de la empresa,Clave del país de la empresa,Dirección del anuncio
HJM,Hospital Juárez de México,HJM-Dirección de Administración #012NAW001,2093272,2950,REFACCIONES Y ACCESORIOS MENORES DE EQUIPO E INSTRUMENTAL MEDICO,AA-012NAW001-E250-2020,,2020-04-09 13:09,2020-04-07 00:00,Nacional,Adquisiciones,ADJUDICACIÓN DIRECTA,Electrónica,2292431,P20-000138 REFACCIONES Y ACCESORIOS MENORES DE EQUIPO E INSTRUMENTAL MEDICO,P20-000138 REFACCIONES Y ACCESORIOS MENORES DE EQUIPO E INSTRUMENTAL MEDICO,2020-04-07,2020-04-27,19410,MXN,Expirado,0,0,,MARCO ANTONIO CURIEL PORTILLO,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1831048
MICH,_Gobierno del Estado de Michoacán de Ocampo,MICH-Secretaría de Salud-Dirección Administrativa #916011999,2094410,3540,"SERVICIO DE CALIBRACIÓN, VERIFICACIÓN Y CALIFICACIÓN PARA  EQUIPOS E INSTRUMENTO",AA-916011999-E29-2020,,2020-04-14 13:29,2020-04-21 13:00,Nacional,Servicios,ADJUDICACIÓN DIRECTA,Electrónica,2297697,SSM-AD-011/2020-1,"SERVICIO DE CALIBRACIÓN, VERIFICACIÓN Y CALIFICACIÓN PARA 105 EQUIPOS E INSTRUMENTOS DE LABORATORIO DEL ÁREA EPIDEMIOLOGICA, DEL LABORATORIO ESTATAL DE SALUD PÚBLICA.",2020-04-23,2021-09-10,119300,MXN,Expirado,0,0,CMM1206062C8,CENTRO METROLOGICO DE MICHOACAN SA DE CV,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1832101
INPER,Instituto Nacional de Perinatología Isidro Espinosa de los Reyes,INPER-Subdirección de Recursos Materiales y Conservación #012NDE001,2093914,2950,Refacciones y acces. menores de equipo e ins. médico y de lab. AD en abril.,AA-012NDE001-E145-2020,,2020-04-13 14:22,2020-04-01 10:00,Internacional,Adquisiciones,ADJUDICACIÓN DIRECTA,Electrónica,2293192,Refacciones menores de equipo médico., Refacciones y accesorios menores de equipo e instrumental médico y de laboratorio.,2020-04-03,2020-12-22,107625,MXN,Expirado,0,0,DQH121109S19,DISTRIBUIDORA QUIMICA Y HOSPITALARIA ARAVEL SA DE CV,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1831597
IMSS,Instituto Mexicano del Seguro Social,IMSS-Departamento de Adquisición de Bienes y Contratación de Servicios #050GYR033,2094471,2950,AA-050GYR033-E115-2020 INSUMOS PARA LOS EQUIPOS DE VENTILADORES MARCA DRAGUER,AA-050GYR033-E115-2020,,2020-04-14 12:55,2020-04-08 10:00,Internacional bajo TLC,Adquisiciones,ADJUDICACIÓN DIRECTA,Electrónica,2293861,D200012,"ADQUISICIÓN DE INSUMOS PARA LOS EQUIPOS DE VENTILADORES MARCA DRAGUER, (GRUPO DE SUMINISTRO 379)",2020-04-08,2020-06-08,605760,MXN,Expirado,1,0,CMS100107GI3,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,Mediana,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1832077
IMSS,Instituto Mexicano del Seguro Social,IMSS-Coordinación de Abastecimiento y Equipamiento #050GYR012,2097133,3540,AA-050GYR012-E73-2020  CONT  DE SERV MANT CORREC MAYO A EQUIPO ARCO EN C SIEMENE,AA-050GYR012-E73-2020,,2020-04-20 15:59,2020-04-20 10:30,Nacional,Servicios,ADJUDICACIÓN DIRECTA,Presencial,2297733,AA-050GYR012-E73-2020 CONT DE SERV MANT CORREC MAYO A EQUIPO ARCO EN C SIEMENE,AA-050GYR012-E73-2020 PARA LA CONTRATACIÓN DEL SERVICIO DE MANTENIMIENTO CORRECTIVO MAYOR A EQUIPO ARCO EN C SIEMENS MOD. 03830259 QUE CONSTA DE LA SUSTITUCION DEL MODULO COMPLETO DEL ARCO EN C SEMINUEVO AL CAMBIO DEL DAÑADO QUE SE ENCUENTRA EN LA UNIDAD,2020-04-30,2020-07-30,268750,MXN,Expirado,0,0,,JOSE LUIS SIERRA VELAZQUEZ,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1834640
IMSS,Instituto Mexicano del Seguro Social,IMSS-Departamento de Adquisición de Bienes y Contratación de Servicios #050GYR015,2078144,3540,LA-050GYR015-E82-2020 SERV. MANTTO PR. Y CO. A ESTERILIZADORES DE VAPOR AUTO  ,LA-050GYR015-E82-2020,2020-04-21,2020-04-01 10:30,2020-04-16 09:30,Nacional,Servicios,LICITACIÓN PÚBLICA,Electrónica,2298281,CONTRATO JOSE NATIVIDAD GUILLEN TAPIA,"CONTRATO PEARA EL SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO A EQUIPOS MÉDICOS, ESTERILIZADORES DE VAPOR AUTOGENERADO",2020-04-24,2020-12-31,350000,MXN,Expirado,0,0,,JOSE NATIVIDAD GUILLEN TAPIA,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1825591
IMSS,Instituto Mexicano del Seguro Social,IMSS-DA-UADQ-CABCS-DCAL #050GYR019,2076667,3540,LA-050GYR019-E52-2020 MANTENIMIENTO A EQUIPOS DE LA MARCA PERKIN ELMER,LA-050GYR019-E52-2020,2020-04-03,2020-03-12 14:28,2020-03-27 10:00,Nacional,Servicios,LICITACIÓN PÚBLICA,Electrónica,2289266,LA-050GYR019-E52-2020 MANTENIMIENTO A EQUIPOS DE LA MARCA PERKIN ELMER ,LA-050GYR019-E52-2020 MANTENIMIENTO PREVENTIVO Y CORRECTIVO CON REFACCIONES INCLUYE CALIBRACIÓN Y/O CALIFICACIÓN A EQUIPOS E INSTRUMENTOS DE LA MARCA PERKIN ELMER” QUE SE UTILIZAN EN EL LABORATORIO DE LA COORDINACIÓN DE CONTROL TÉCNICO DE INSUMOS PARA VERIFICAR LA CALIDAD DE LOS INSUMOS ADQUIRIDOS POR EL INSTITUTO ,2020-04-17,2020-12-31,2399270.3,MXN,Expirado,0,0,PEM650731QC3,PERKIN ELMER DE MEXICO SA,Mediana,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1817366
IMSS,Instituto Mexicano del Seguro Social,IMSS-Departamento de Adquisición de Bienes y Contratación de Servicios #050GYR015,2078138,3540,LA-050GYR015-E81-2020 SERV. MANTTO. PR. Y CO. A VENTILADORES VOLUMENTRICOS,LA-050GYR015-E81-2020,2020-04-21,2020-04-01 10:29,2020-04-16 09:00,Nacional,Servicios,LICITACIÓN PÚBLICA,Electrónica,2297806,"CONTRATO VIASIS SERVICIO, S.A. DE C.V.",LA-050GYR015-E81-2020 SERV. MANTTO. PR. Y CO. A VENTILADORES VOLUMENTRICOS ,2020-04-23,2020-12-31,160000,MXN,Expirado,0,0,VSE1505131U0,VIASIS SERVICIO SA DE CV,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1824827
HJM,Hospital Juárez de México,HJM-Dirección de Administración #012NAW001,2075842,2950,SOLICITUD DE COTIZACIÓN PARA LA ADQUISICIÓN DE REFACCIONES Y ACCESORIOS MÉDICOS,AA-012NAW001-E147-2020,,2020-03-09 15:00,2020-03-12 10:00,Nacional,Adquisiciones,ADJUDICACIÓN DIRECTA,Electrónica,2291280,ADQUISICIÓN DE MANGO PARA LARINGOSCOPIO DE FIBRA OPTICA CON BATERIAS INCLUIDAS,ADQUISICIÓN DE 20 MANGOS PARA LARINGOSCOPIO DE FIBRA OPTICA CON BATERIAS INCLUIDAS,2020-03-30,2020-04-06,45300,MXN,Expirado,0,0,,LUIS ANGEL MARTINEZ AGUIRRE,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1815531
HJM,Hospital Juárez de México,HJM-Dirección de Administración #012NAW001,2075842,2950,SOLICITUD DE COTIZACIÓN PARA LA ADQUISICIÓN DE REFACCIONES Y ACCESORIOS MÉDICOS,AA-012NAW001-E147-2020,,2020-03-09 15:00,2020-03-12 10:00,Nacional,Adquisiciones,ADJUDICACIÓN DIRECTA,Electrónica,2291365,ADQUISICIÓN DE BRAZALETE ADULTO PARA MONITOR DE SIGNOS VITALES,ADQUISICIÓN DE BRAZALETE ADULTO PARA MONITOR DE SIGNOS VITALES MODELO POET PLUS 8100,2020-03-30,2020-04-09,30000,MXN,Expirado,0,0,,KARLA OLIVOS HIDALGO,Pequeña,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1815531
HJM,Hospital Juárez de México,HJM-Dirección de Administración #012NAW001,2075842,2950,SOLICITUD DE COTIZACIÓN PARA LA ADQUISICIÓN DE REFACCIONES Y ACCESORIOS MÉDICOS,AA-012NAW001-E147-2020,,2020-03-09 15:00,2020-03-12 10:00,Nacional,Adquisiciones,ADJUDICACIÓN DIRECTA,Electrónica,2291414,ADQUISICION DE CONSUMIBLES Y ACCESORIOS MENORES DE EQUIPO E INSTRUMENTAL MEDICO,ADQUISICION DE CONSUMIBLES Y ACCESORIOS MENORES DE EQUIPO E INSTRUMENTAL MEDICO,2020-03-30,2020-04-09,105200,MXN,Expirado,0,0,ABI110629LA5,AMC BIOMEDICAL SA DE CV,Pequeña,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1815531
IMSS,Instituto Mexicano del Seguro Social,IMSS-Coordinación de Abastecimiento y Equipamiento #050GYR013,2094663,5320,AA-050GYR013-E182-2020 MATERIAL DE CURACIÓN,AA-050GYR013-E182-2020,,2020-04-14 16:31,2020-04-17 09:00,Nacional,Adquisiciones,ADJUDICACIÓN DIRECTA,Electrónica,2298001,AA-050GYR013-E182-2020 MATERIAL DE CURACIÓN,AA-050GYR013-E182-2020 MATERIAL DE CURACIÓN,2020-04-20,2020-04-27,154782,MXN,Expirado,0,0,IBS050524DJ6,INGENIERIA BIOMEDICA PARA LA SALUD SA DE CV,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1832239
IMSS,Instituto Mexicano del Seguro Social,IMSS-Coordinación de Abastecimiento y Equipamiento #050GYR013,2094663,5320,AA-050GYR013-E182-2020 MATERIAL DE CURACIÓN,AA-050GYR013-E182-2020,,2020-04-14 16:31,2020-04-17 09:00,Nacional,Adquisiciones,ADJUDICACIÓN DIRECTA,Electrónica,2298005,AA-050GYR013-E182-2020 MATERIAL DE CURACIÓN,AA-050GYR013-E182-2020 MATERIAL DE CURACIÓN,2020-04-20,2020-04-27,63672,MXN,Expirado,0,0,,SANDRA LUZ JIMENEZ PENA,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1832239
SENASICA,"Servicio Nacional de Sanidad, Inocuidad y Calidad Agroalimentaria",SENASICA-Dirección de Recursos Materiales y Servicios Generales #008B00001,2099344,3540,AA-008B00001-E79-2020 MANTENIMIENTO EQUIPO LABORATORIO,AA-008B00001-E79-2020,,2020-04-28 16:52,2020-04-24 00:00,Nacional,Servicios,ADJUDICACIÓN DIRECTA,Presencial,2298743,"AA-008B00001-E79-2020 SERVICIO DE MANTENIMIENTO PREVENTIVO, CORRECTIVA, CALIBRACIÓN Y CALIFICACIÓN, A LOS EQUIPOS DE LABORATORIO DE LAS MARCAS CARL ZEISS, NUAIRE, APPLIED BIOSYSTEMS E ILLUMINA PARA EL CENASA","SERVICIO DE MANTENIMIENTO PREVENTIVO, CORRECTIVA, CALIBRACIÓN Y CALIFICACIÓN, A LOS EQUIPOS DE LABORATORIO DE LAS MARCAS CARL ZEISS, NUAIRE, APPLIED BIOSYSTEMS E ILLUMINA PARA EL CENASA

",2020-04-27,2020-12-31,512878,MXN,Terminado,0,0,ATE070307EN4,ABASTECEDORA TECNOLOGICA ESPECIALIZADA,Pequeña,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1838524
HRAEPY,Hospital Regional de Alta Especialidad de la Península de Yucatán,HRAEPY-Subdirección de Recursos Materiales #012NBS001,2093399,3540,"REVISIÓN Y DIAGNOSTICO PARA EQUIPO DE TOMOGRAFÍA 64, CORTES",AA-012NBS001-E70-2020,,2020-04-10 11:28,2020-04-10 10:00,Nacional,Servicios,ADJUDICACIÓN DIRECTA,Presencial,2292546,"REVISIÓN Y DIAGNOSTICO PARA EQUIPO DE TOMOGRAFÍA 64, CORTES Y LA RESONANCIA MAGNETICA","REVISIÓN Y DIAGNOSTICO PARA EQUIPO DE TOMOGRAFÍA 64, CORTES Y LA RESONANCIA MAGNÉTICA",2020-04-10,2020-05-31,57200,MXN,Expirado,0,0,RME1506056P1,RETO MEDITECH SA DE CV,Pequeña,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1831160
INPER,Instituto Nacional de Perinatología Isidro Espinosa de los Reyes,INPER-Subdirección de Recursos Materiales y Conservación #012NDE001,2093914,2950,Refacciones y acces. menores de equipo e ins. médico y de lab. AD en abril.,AA-012NDE001-E145-2020,,2020-04-13 14:22,2020-04-01 10:00,Internacional,Adquisiciones,ADJUDICACIÓN DIRECTA,Electrónica,2293218,Refacciones y accesorios menores de equipo e instrumental médico y de laboratorio, MODULO DE PREPURIFICACION Q-GARD T1. PRIMERA ETAPA DE ELIMINACION DE SUSTANCIAS DISUELTAS. ,2020-04-03,2020-12-14,44196.39,MXN,Expirado,0,0,DMI100218UM0,DNS MICROGENOMIC SA DE CV,Pequeña,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1831597
IMSS,Instituto Mexicano del Seguro Social,IMSS-Coordinación de Abastecimiento y Equipamiento #050GYR013,2088557,5320,AA-050GYR013-E161-2020 MATERIAL DE CURACION,AA-050GYR013-E161-2020,,2020-04-01 17:29,2020-04-02 14:00,Nacional,Adquisiciones,ADJUDICACIÓN DIRECTA,Electrónica,2297962,AA-050GYR013-E161-2020 MATERIAL DE CURACION,AA-050GYR013-E161-2020 MATERIAL DE CURACION,2020-04-18,2020-04-24,416056,MXN,Expirado,0,0,ISU820801FT2,INFRA DEL SUR SA DE CV,Mediana,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1826899
CINVESTAV,Centro de Investigación y de Estudios Avanzados del Instituto Politécnico Nacional,CINVESTAV-Subdirección de Recursos Materiales #011L4J995,2202386,5310,ESTACIONES DE TRABAJO ,AA-011L4J995-E820-2020,,2020-12-29 11:51,2020-12-14 12:00,Nacional,Adquisiciones,ADJUDICACIÓN DIRECTA,Electrónica,2422459,ESTACIONES DE TRABAJO ,"

ESTACIONES DE TRABAJO WORKSTATION PCR / UV 

-CUENTAN CON LAMPARA DE UV Y BLANCA LED 

-CONTROLES INDEPENDIENTES 

-FLUJO DE AIRE HOMOGENEO 

-TEMPORIZADOR DIGITAL 

-BARRA DE CONEXIONES 12V INTERNA 

-CABINA DE ACRILICO Y BASE DE ACERO INOXIDABLE 60X50X70 CM",2020-12-14,2020-12-31,75000,MXN,Expirado,0,0,,SALVADOR BETANZOS OVANDO,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1926493
IMSS,Instituto Mexicano del Seguro Social,"IMSS-Oficina de Adquisición de Bienes y Contratación de Servicios, Delegación Tlaxcala #050GYR041",2047084,2950,LA-050GYR041-E4-2020 ADQUISICIÓN DE PRÓTESIS Y ÓRTESIS IMSS TLAX,LA-050GYR041-E4-2020,2020-02-28,2020-02-11 20:25,2020-02-26 11:00,Nacional,Adquisiciones,LICITACIÓN PÚBLICA,Presencial,2298898,LA-050GYR041-E4-2020 ADQUISICIÓN DE PRÓTESIS Y ÓRTESIS IMSS TLAX,LA-050GYR041-E4-2020 ADQUISICIÓN DE PRÓTESIS Y ÓRTESIS IMSS TLAX,2020-02-29,2020-12-31,603448.27,MXN,Expirado,0,0,,JOSE CRUZ GARCIA,Mediana,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1789556
IMSS,Instituto Mexicano del Seguro Social,IMSS-Coordinación de Abastecimiento y Equipamiento #050GYR023,2069997,3540,LA-050GYR023-E34-2020 MANTENIMIENTO EQUIPO RX,LA-050GYR023-E34-2020,2020-04-08,2020-03-10 21:56,2020-04-03 15:00,Nacional,Servicios,LICITACIÓN PÚBLICA,Electrónica,2295293,LA-050GYR023-E34-2020 MANTENIMIENTO EQUIPO RX,MANTENIMIENTO EQUIPOS DE RADIODIAGNOSTICO REGIMEN ORDINARIO,2020-04-16,2020-12-31,1048689.6,MXN,Expirado,0,0,BCE081105Q55,BIOTECNOLOGIA Y COMERCIALIZADORA EN EQUIPO MEDICO SA DE CV,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1816317
IMSS,Instituto Mexicano del Seguro Social,IMSS-Coordinación de Abastecimiento y Equipamiento #050GYR013,2090877,5320,AA-050GYR013-E166-2020 MATERIAL DE CURACION,AA-050GYR013-E166-2020,,2020-04-06 11:57,2020-04-07 11:00,Nacional,Adquisiciones,ADJUDICACIÓN DIRECTA,Electrónica,2297991,AA-050GYR013-E166-2020 MATERIAL DE CURACION,AA-050GYR013-E166-2020 MATERIAL DE CURACION,2020-04-16,2020-04-20,282256.9,MXN,Expirado,0,0,IBS050524DJ6,INGENIERIA BIOMEDICA PARA LA SALUD SA DE CV,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1828968
IMSS,Instituto Mexicano del Seguro Social,IMSS-Coordinación de Abastecimiento y Equipamiento #050GYR013,2094348,5320,AA-050GYR013-E180-2020 ADQUISICIÓN DE MATERIAL DE CURACIÓN,AA-050GYR013-E180-2020,,2020-04-14 11:43,2020-04-15 13:00,Nacional,Adquisiciones,ADJUDICACIÓN DIRECTA,Electrónica,2297993,AA-050GYR013-E180-2020 ADQUISICIÓN DE MATERIAL DE CURACIÓN,AA-050GYR013-E180-2020 ADQUISICIÓN DE MATERIAL DE CURACIÓN,2020-04-16,2020-04-23,33352,MXN,Expirado,0,0,CST110317FN5,CMC SUMINISTROS Y TECNOLOGIA EN SALUD SA DE CV,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1832022
IMSS,Instituto Mexicano del Seguro Social,IMSS-Coordinación de Abastecimiento y Equipamiento #050GYR013,2094348,5320,AA-050GYR013-E180-2020 ADQUISICIÓN DE MATERIAL DE CURACIÓN,AA-050GYR013-E180-2020,,2020-04-14 11:43,2020-04-15 13:00,Nacional,Adquisiciones,ADJUDICACIÓN DIRECTA,Electrónica,2297995,AA-050GYR013-E180-2020 ADQUISICIÓN DE MATERIAL DE CURACIÓN,AA-050GYR013-E180-2020 ADQUISICIÓN DE MATERIAL DE CURACIÓN,2020-04-21,2020-09-03,1013391.6,MXN,Expirado,0,0,SDI1802132V7,SH DIAGNOSTICA SA DE CV,Pequeña,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1832022
IMSS,Instituto Mexicano del Seguro Social,IMSS-Coordinación de Abastecimiento y Equipamiento #050GYR013,2094663,5320,AA-050GYR013-E182-2020 MATERIAL DE CURACIÓN,AA-050GYR013-E182-2020,,2020-04-14 16:31,2020-04-17 09:00,Nacional,Adquisiciones,ADJUDICACIÓN DIRECTA,Electrónica,2297998,AA-050GYR013-E182-2020 MATERIAL DE CURACIÓN,AA-050GYR013-E182-2020 MATERIAL DE CURACIÓN,2020-04-20,2020-04-27,48757.8,MXN,Expirado,0,0,COM151021KR3,COMERCIT SA DE CV,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1832239
INCMNSZ,Instituto Nacional de Ciencias Médicas y Nutrición Salvador Zubirán,INCMNSZ-Subdirección de Recursos Materiales y Servicios Generales #012NCG001,2097648,2950,SENSOR DE SATURACION DE OXIGENO DE DEDO PARA MONITOR DE PACIENTE MARCA NINON KOH,AA-012NCG001-E482-2020,,2020-04-21 13:25,2020-03-19 09:00,Internacional,Adquisiciones,ADJUDICACIÓN DIRECTA,Presencial,2296948,SENSOR DE SATURACION DE OXIGENO DE DEDO PARA MONITOR DE PACIENTE MARCA NINON KOHDEN.      PRES. PZA,SENSOR DE SATURACION DE OXIGENO DE DEDO PARA MONITOR DE PACIENTE MARCA NINON KOHDEN.      PRES. PZA,2020-03-20,2020-12-31,90200,MXN,Expirado,0,0,NKM151119AB1,NIHON KOHDEN MEXICO SA DE CV,Mediana,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1835061
INCMNSZ,Instituto Nacional de Ciencias Médicas y Nutrición Salvador Zubirán,INCMNSZ-Subdirección de Recursos Materiales y Servicios Generales #012NCG001,2097654,2950,MANGUERA PARA NIBP (EXCEPTO NEONATAL) YN901P DE 3.5 M    PRES. PZA.,AA-012NCG001-E483-2020,,2020-04-21 13:31,2020-03-26 09:00,Internacional,Adquisiciones,ADJUDICACIÓN DIRECTA,Presencial,2296956,MANGUERA PARA NIBP (EXCEPTO NEONATAL) YN901P DE 3.5 M    PRES. PZA.,MANGUERA PARA NIBP (EXCEPTO NEONATAL) YN901P DE 3.5 M    PRES. PZA.,2020-03-27,2020-12-31,36703.26,MXN,Expirado,0,0,NKM151119AB1,NIHON KOHDEN MEXICO SA DE CV,Mediana,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1835062
INCMNSZ,Instituto Nacional de Ciencias Médicas y Nutrición Salvador Zubirán,INCMNSZ-Subdirección de Recursos Materiales y Servicios Generales #012NCG001,2097693,2950,UNIDAD PRINCIPAL DEL MONITOR DE CABECERA BSM-6301K     PRES. PZA.,AA-012NCG001-E484-2020,,2020-04-21 14:07,2020-03-26 09:00,Internacional,Adquisiciones,ADJUDICACIÓN DIRECTA,Presencial,2296993,UNIDAD PRINCIPAL DEL MONITOR DE CABECERA BSM-6301K     PRES. PZA.,UNIDAD PRINCIPAL DEL MONITOR DE CABECERA BSM-6301K     PRES. PZA.,2020-04-27,2020-12-31,972371.25,MXN,Expirado,0,0,NKM151119AB1,NIHON KOHDEN MEXICO SA DE CV,Mediana,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1835095
INCMNSZ,Instituto Nacional de Ciencias Médicas y Nutrición Salvador Zubirán,INCMNSZ-Subdirección de Recursos Materiales y Servicios Generales #012NCG001,2097696,2950,SET DE 3 PUNTAS DE ECG BR-903PA 3 ELECTRODOS AHA    PRES. PZA.,AA-012NCG001-E485-2020,,2020-04-21 14:11,2020-03-26 09:00,Internacional,Adquisiciones,ADJUDICACIÓN DIRECTA,Presencial,2296997,SET DE 3 PUNTAS DE ECG BR-903PA 3 ELECTRODOS AHA    PRES. PZA.,SET DE 3 PUNTAS DE ECG BR-903PA 3 ELECTRODOS AHA    PRES. PZA.,2020-03-27,2020-12-31,49359.51,MXN,Expirado,0,0,NKM151119AB1,NIHON KOHDEN MEXICO SA DE CV,Mediana,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1835101
INCMNSZ,Instituto Nacional de Ciencias Médicas y Nutrición Salvador Zubirán,INCMNSZ-Subdirección de Recursos Materiales y Servicios Generales #012NCG001,2097702,2950,BRAZALETE DE NIBP YP-713T ADULTO 13 CM LATEX FREE     PRES. PZA.,AA-012NCG001-E486-2020,,2020-04-21 14:15,2020-03-26 09:00,Internacional,Adquisiciones,ADJUDICACIÓN DIRECTA,Presencial,2297001,BRAZALETE DE NIBP YP-713T ADULTO 13 CM LATEX FREE     PRES. PZA.,BRAZALETE DE NIBP YP-713T ADULTO 13 CM LATEX FREE     PRES. PZA.,2020-03-27,2020-12-31,65812.5,MXN,Expirado,0,0,NKM151119AB1,NIHON KOHDEN MEXICO SA DE CV,Mediana,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1835105
INCMNSZ,Instituto Nacional de Ciencias Médicas y Nutrición Salvador Zubirán,INCMNSZ-Subdirección de Recursos Materiales y Servicios Generales #012NCG001,2097707,2950,CABLE TRONCAL DE ECG JC-906PA 3 M 3/6 ELECTRODOS AHA    PRS. PZA.,AA-012NCG001-E487-2020,,2020-04-21 14:18,2020-03-26 09:00,Internacional,Adquisiciones,ADJUDICACIÓN DIRECTA,Presencial,2297006,CABLE TRONCAL DE ECG JC-906PA 3 M 3/6 ELECTRODOS AHA    PRS. PZA.,CABLE TRONCAL DE ECG JC-906PA 3 M 3/6 ELECTRODOS AHA    PRS. PZA.,2020-03-27,2020-12-31,59484.51,MXN,Expirado,0,0,NKM151119AB1,NIHON KOHDEN MEXICO SA DE CV,Mediana,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1835108
ISSSTE,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,ISSSTE-Subdirecciòn Administrativa del Hospital Regional 1º de Octubre #051GYN073,2065252,3540,MANTENIMIENTO PREVENTIVO - CORRECTIVO A EQUIPO MEDICO,LA-051GYN073-E41-2020,2020-03-30,2020-03-10 16:52,2020-03-25 14:00,Nacional,Servicios,LICITACIÓN PÚBLICA,Electrónica,2287039,MANTENIMIENTO  A ELECTROMECÁNICA,MANTENIMIENTO PREVENTIVO-CORRECTIVO A EQUIPO MEDICO,2020-03-31,2020-12-31,748448.28,MXN,Expirado,0,0,EMS0806273F6,ENRE MEDICAL SERVICE SA DE CV,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1815600
ISSSTE,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,ISSSTE-Subdirecciòn Administrativa del Hospital Regional 1º de Octubre #051GYN073,2065252,3540,MANTENIMIENTO PREVENTIVO - CORRECTIVO A EQUIPO MEDICO,LA-051GYN073-E41-2020,2020-03-30,2020-03-10 16:52,2020-03-25 14:00,Nacional,Servicios,LICITACIÓN PÚBLICA,Electrónica,2287041,MANTENIMIENTO A  ELECTRONICA,MANTENIMIENTO PREVENTIVO-CORRECTIVO A EQUIPO MEDICO,2020-03-31,2020-12-31,1028639.58,MXN,Expirado,0,0,EMS0806273F6,ENRE MEDICAL SERVICE SA DE CV,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1815600
ISSSTE,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,ISSSTE-Subdirecciòn Administrativa del Hospital Regional 1º de Octubre #051GYN073,2065252,3540,MANTENIMIENTO PREVENTIVO - CORRECTIVO A EQUIPO MEDICO,LA-051GYN073-E41-2020,2020-03-30,2020-03-10 16:52,2020-03-25 14:00,Nacional,Servicios,LICITACIÓN PÚBLICA,Electrónica,2287045,MANTENIMIENTO OPTICA MEDICA,MANTENIMIENTO PREVENTIVO-CORRECTIVO A EQUIPO MEDICO,2020-03-31,2020-12-31,757547.812,MXN,Expirado,0,0,EMS0806273F6,ENRE MEDICAL SERVICE SA DE CV,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1815600
